"ID","CategoryID","SkillCostsID","DisplayName_Lang_enUS","DisplayName_Lang_koKR","DisplayName_Lang_frFR","DisplayName_Lang_deDE","DisplayName_Lang_zhCN","DisplayName_Lang_zhTW","DisplayName_Lang_esES","DisplayName_Lang_esMX","DisplayName_Lang_ruRU","DisplayName_Lang_Unk","DisplayName_Lang_ptBR","DisplayName_Lang_itIT","DisplayName_Lang_Unk2","DisplayName_Lang_Unk3","DisplayName_Lang_Unk4","DisplayName_Lang_Unk5","DisplayName_Lang_Mask","Description_Lang_enUS","Description_Lang_koKR","Description_Lang_frFR","Description_Lang_deDE","Description_Lang_zhCN","Description_Lang_zhTW","Description_Lang_esES","Description_Lang_esMX","Description_Lang_ruRU","Description_Lang_Unk","Description_Lang_ptBR","Description_Lang_itIT","Description_Lang_Unk2","Description_Lang_Unk3","Description_Lang_Unk4","Description_Lang_Unk5","Description_Lang_Mask","SpellIconID","AlternateVerb_Lang_enUS","AlternateVerb_Lang_koKR","AlternateVerb_Lang_frFR","AlternateVerb_Lang_deDE","AlternateVerb_Lang_zhCN","AlternateVerb_Lang_zhTW","AlternateVerb_Lang_esES","AlternateVerb_Lang_esMX","AlternateVerb_Lang_ruRU","AlternateVerb_Lang_Unk","AlternateVerb_Lang_ptBR","AlternateVerb_Lang_itIT","AlternateVerb_Lang_Unk2","AlternateVerb_Lang_Unk3","AlternateVerb_Lang_Unk4","AlternateVerb_Lang_Unk5","AlternateVerb_Lang_Mask","CanLink"
"415","8","0","Cloth","","","","布甲","布甲","","","","","","","","","","","16712190","Allows the wearing of cloth armor.","","","","使你可以穿布甲。","使你可以穿布甲。","","","","","","","","","","","16712190","1","","","","","","","","","","","","","","","","","16712172","0"
"433","8","0","Shield","","","","盾牌","盾牌","","","","","","","","","","","16712190","Allows the use of shields.","","","","学会使用盾牌。","學會使用盾牌。","","","","","","","","","","","16712190","1","","","","","","","","","","","","","","","","","16712172","0"
"473","6","0","Fist Weapons","","","","拳套","拳套","","","","","","","","","","","16712190","Allows for the use of fist weapons.  Chance to hit is determined by the Unarmed skill.","","","","学会使用拳套作战。击中敌人的几率取决于徒手战斗能力的熟练程度。","學會使用拳套作戰。擊中敵人的機率取決於徒手戰鬥技能。","","","","","","","","","","","16712190","1","","","","","","","","","","","","","","","","","16712172","0"
"533","9","0","Raptor Riding","","","","骑术：迅猛龙","騎術:迅猛龍","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","1","","","","","","","","","","","","","","","","","16712172","0"
"553","9","0","Mechanostrider Piloting","","","","骑术：机械陆行鸟","騎術:機械陸行鳥","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","1","","","","","","","","","","","","","","","","","16712172","0"
"554","9","0","Undead Horsemanship","","","","骑术：骸骨战马","騎術:骸骨戰馬","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","1","","","","","","","","","","","","","","","","","16712172","0"
"573","7","0","Restoration","","","","恢复","恢復","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","962","","","","","","","","","","","","","","","","","16712172","0"
"574","7","0","Balance","","","","平衡","平衡","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","225","","","","","","","","","","","","","","","","","16712172","0"
"593","7","0","Destruction","","","","毁灭","毀滅","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","547","","","","","","","","","","","","","","","","","16712172","0"
"594","7","0","Holy","","","","神圣","神聖","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","70","","","","","","","","","","","","","","","","","16712172","0"
"613","7","0","Discipline","","","","戒律","戒律","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","685","","","","","","","","","","","","","","","","","16712172","0"
"633","7","0","Lockpicking","","","","开锁","開鎖","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","1","","","","","","","","","","","","","","","","","16712172","0"
"653","7","0","Pet - Bat","","","","宠物 - 蝙蝠","寵物 - 蝙蝠","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","1","","","","","","","","","","","","","","","","","16712172","0"
"654","7","0","Pet - Hyena","","","","宠物 - 土狼","寵物 - 土狼","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","1","","","","","","","","","","","","","","","","","16712172","0"
"655","7","0","Pet - Bird of Prey","","","","宠物 - 猛禽","寵物 - 猛禽","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","1","","","","","","","","","","","","","","","","","16712172","0"
"656","7","0","Pet - Wind Serpent","","","","宠物 - 风蛇","寵物 - 風蛇","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","1","","","","","","","","","","","","","","","","","16712172","0"
"673","10","0","Language: Gutterspeak","","","","语言：亡灵语","語言:不死族語","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","1","","","","","","","","","","","","","","","","","16712172","0"
"713","9","0","Kodo Riding","","","","骑术：科多兽","騎術:科多獸","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","317","","","","","","","","","","","","","","","","","16712172","0"
"733","9","0","Racial - Troll","","","","种族特长 - 巨魔","種族特長 - 食人妖","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","","","","","","","","","","","","","","","","","16712172","0"
"753","9","0","Racial - Gnome","","","","种族特长 - 侏儒","種族特長 - 地精","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","","","","","","","","","","","","","","","","","16712172","0"
"754","9","0","Racial - Human","","","","种族特长 - 人类","種族特長 - 人類","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","","","","","","","","","","","","","","","","","16712172","0"
"755","11","0","Jewelcrafting","","","","珠宝加工","珠寶設計","","","","","","","","","","","16712190","Higher jewelcrafting skill allows you to learn higher level jewelcrafting plans.  Jewelcrafting plans can be found on trainers around the world as well as from quests and monsters.","","","","高级的珠宝加工技能使你可以学习高级的珠宝加工图鉴。你可以在训练师那里学习新的图鉴，也可以通过完成任务或杀死怪物获得新的图鉴。","高級的珠寶設計技能使你可以學習高級的珠寶設計。你可以在訓練師那裡學習新的圖樣，也可以通過完成任務或殺死怪物獲得新的圖樣。","","","","","","","","","","","16712190","1768","Modify","","","","修改","加工","","","","","","","","","","","16712190","1"
"756","9","0","Blood Elf Racial","","","","血精灵种族特长","種族特長 - 血精靈","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712172","0","","","","","","","","","","","","","","","","","16712172","0"
"758","-1","0","Pet - Event - Remote Control","","","","Pet - Event - Remote Control","寵物 - 事件 - 遙控","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712172","0","","","","","","","","","","","","","","","","","16712172","0"
"759","10","0","Language: Draenei","","","","语言：德莱尼语","語言:德萊尼語","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712172","0","","","","","","","","","","","","","","","","","16712172","0"
"760","9","0","Draenei Racial","","","","德莱尼种族特长","種族特長 - 德萊尼","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712172","0","","","","","","","","","","","","","","","","","16712172","0"
"761","7","0","Pet - Felguard","","","","宠物 - 恶魔卫士","寵物 - 惡魔守衛","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712172","0","","","","","","","","","","","","","","","","","16712172","0"
"762","9","0","Riding","","","","骑术","騎術","","","","","","","","","","","16712190","Higher riding skill allows you to ride faster and more exotic beasts.","","","","高级的骑术令你可以骑乘更加快速和稀有的野兽。","高等級的騎術能讓你騎乘更快且更奇特的動物。","","","","","","","","","","","16712190","255","","","","","","","","","","","","","","","","","16712172","0"
"763","7","0","Pet - Dragonhawk","","","","宠物 - 龙鹰","寵物 - 龍鷹","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712172","1530","","","","","","","","","","","","","","","","","16712172","0"
"764","7","0","Pet - Nether Ray","","","","宠物 - 虚空鳐","寵物 - 虛空鰭刺","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712172","1577","","","","","","","","","","","","","","","","","16712172","0"
"765","7","0","Pet - Sporebat","","","","宠物 - 孢子蝠","寵物 - 孢子蝙蝠","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712172","2033","","","","","","","","","","","","","","","","","16712172","0"
"766","7","0","Pet - Warp Stalker","","","","宠物 - 迁跃跟踪者","寵物 - 扭曲巡者","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712172","1952","","","","","","","","","","","","","","","","","16712172","0"
"767","7","0","Pet - Ravager","","","","宠物 - 掠食者","寵物 - 劫毀者","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712172","1585","","","","","","","","","","","","","","","","","16712172","0"
"768","7","0","Pet - Serpent","","","","宠物 - 蛇","寵物 - 毒蛇","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712172","2167","","","","","","","","","","","","","","","","","16712172","0"
"769","7","22","Internal","","","","内部","內部","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712172","1775","","","","","","","","","","","","","","","","","16712172","0"
"770","7","0","Blood","","","","鲜血","血魄","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712172","2636","","","","","","","","","","","","","","","","","16712172","0"
"771","7","0","Frost","","","","冰霜","冰霜","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712172","2632","","","","","","","","","","","","","","","","","16712172","0"
"772","7","0","Unholy","","","","邪恶","穢邪","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712172","2633","","","","","","","","","","","","","","","","","16712172","0"
"773","11","0","Inscription","","","","铭文","銘文學","","","","","","","","","","","16712190","Higher inscription skill allows you to learn more advanced inscriptions.  Inscriptions are acquired from learned scribes throughout the world.","","","","高级的铭文技能使你可以学习制作高级的铭文。你可以通过各种卷轴学习铭文。","高等級的銘文學可以讓你學會更高級的銘文。你也可以透過來自各地的卷軸學習銘文。","","","","","","","","","","","16712190","3267","Inscribe","","","","铭文","銘刻","","","","","","","","","","","16712190","1"
"775","7","0","Pet - Moth","","","","宠物 - 蛾子","寵物 - 飛蛾","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712172","0","","","","","","","","","","","","","","","","","16712172","0"
"776","7","0","Runeforging","","","","符文熔铸","符文鑄造","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712172","2727","Engrave","","","","铭刻","紋刻","","","","","","","","","","","16712190","0"
"777","7","0","Mounts","","","","坐骑","坐騎","","","","","","","","","","","16712190","Your mounts.","","","","你的坐骑。","你的坐騎。","","","","","","","","","","","16712190","2224","","","","","","","","","","","","","","","","","16712172","0"
"778","7","0","Companions","","","","小伙伴","夥伴","","","","","","","","","","","16712190","Your companions.","","","","你的小伙伴。","你的夥伴。","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712172","0"
"780","7","0","Pet - Exotic Chimaera","","","","宠物 - 奇美拉（特殊）","寵物 - 奇特奇美拉","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712172","0","","","","","","","","","","","","","","","","","16712172","0"
"781","7","0","Pet - Exotic Devlisaur","","","","宠物 - 魔暴龙（特殊）","寵物 - 奇特魔暴龍","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712172","0","","","","","","","","","","","","","","","","","16712172","0"
"782","7","0","Pet - Ghoul","","","","宠物 - 食尸鬼","寵物 - 食屍鬼","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712172","221","","","","","","","","","","","","","","","","","16712172","0"
"783","7","0","Pet - Exotic Silithid","","","","宠物 - 异种虫（特殊）","寵物 - 奇特異種蟲","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712172","0","","","","","","","","","","","","","","","","","16712172","0"
"784","7","0","Pet - Exotic Worm","","","","宠物 - 蠕虫（特殊）","寵物 - 奇特蟲類","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712172","0","","","","","","","","","","","","","","","","","16712172","0"
"785","7","0","Pet- Wasp","","","","宠物 - 巨蜂","寵物 - 黃蜂","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712172","0","","","","","","","","","","","","","","","","","16712172","0"
"786","7","0","Pet - Exotic Rhino","","","","宠物 - 犀牛（特殊）","寵物 - 奇特犀牛","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712172","0","","","","","","","","","","","","","","","","","16712172","0"
"787","7","0","Pet - Exotic Core Hound","","","","宠物 - 熔火犬（特殊）","寵物 - 奇特熔核犬","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712172","0","","","","","","","","","","","","","","","","","16712172","0"
"788","5","0","Pet - Exotic Spirit Beast","","","","宠物 - 灵魂兽（特殊）","寵物 - 奇特靈獸","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712172","0","","","","","","","","","","","","","","","","","16712172","0"
